UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
CFADRES19009526,Adult & Community Services,Residential Care Spot,90529,PARKLAND HOUSE,02/06/2010,21942.28,0.00,21942.28,
CFADRES19009566,Adult & Community Services,Residential,90789,PARKLANDS RESIDENTIAL HOME,02/06/2010,8488.78,0.00,8488.78,
CFADRES19009714,Adult & Community Services,Nursing Care Spot,159484,PARKLANE CARE HOME,02/06/2010,6802.58,0.00,6802.58,
CFADRES19009809,Adult & Community Services,Nursing Care Spot,202085,PARKSIDE NURSING HOME LTD,02/06/2010,717.54,0.00,717.54,
CFADRES19009907,Adult & Community Services,Residential Care Spot,236450,PARKVIEW HOUSE,02/06/2010,1500.00,0.00,1500.00,
CFADRES19009531,Adult & Community Services,Residential Care Spot,90583,PARKVIEW SOCIETY LTD,02/06/2010,5124.24,0.00,5124.24,
CFADRES19009732,Adult & Community Services,Residential Care Spot,169104,PENDENNIS RESIDENTIAL HOME,02/06/2010,1616.54,0.00,1616.54,
CFADRES19009417,Adult & Community Services,Nursing Care Spot,89393,PENDRUCCOMBE HOUSE,02/06/2010,848.56,0.00,848.56,
CFADRES19009663,Adult & Community Services,Residential Care Spot,124008,PENINSULA CARE HOMES LTD,02/06/2010,6943.74,0.00,6943.74,
CFADRES19009426,Adult & Community Services,Residential Care Spot,89545,PHILLIPS T/A KORNILOFF GJ & JS,02/06/2010,3326.72,0.00,3326.72,
CFADRES19009472,Adult & Community Services,Residential Care Spot,90044,PHILLIPS WN&D,02/06/2010,9462.28,0.00,9462.28,
CFADRES19009867,Adult & Community Services,Residential Care Spot,225836,PHOENIX LODGE,02/06/2010,3859.66,0.00,3859.66,
CFADRES19009643,Adult & Community Services,Residential Care Spot,114758,PILGRIM HOMES (FORMERLY AGED,02/06/2010,613.56,0.00,613.56,
CFADRES19009536,Adult & Community Services,Residential Care Spot,90592,PINEHURST,02/06/2010,12753.76,0.00,12753.76,
CFADRES19009739,Adult & Community Services,Residential Care Spot,171536,PINEHURST,02/06/2010,4387.74,0.00,4387.74,
CFADRES19009713,Adult & Community Services,Residential Care Spot,159483,PINEWOOD NURSING HOME,02/06/2010,5437.16,0.00,5437.16,
CFADRES19009538,Adult & Community Services,Residential Care Spot,90595,PINHAY PARTNERSHIP,02/06/2010,10773.34,0.00,10773.34,
CFADRES19009832,Adult & Community Services,Residential Care Spot,207641,POTTLES COURT,02/06/2010,13856.26,0.00,13856.26,
CFADRES19009444,Adult & Community Services,Residential Care Spot,89742,PRIMROSE HOUSE ACCOUNT,02/06/2010,2056.24,0.00,2056.24,
CFADRES19009963,Adult & Community Services,Residential Care Spot,256495,PRIMROSE LODGE,02/06/2010,950.00,0.00,950.00,
CFADRES19009627,Adult & Community Services,Residential Care Spot,105459,PRIORS PEASE RESIDENTIAL HOME,02/06/2010,3230.00,0.00,3230.00,
CFADRES19009789,Adult & Community Services,Residential Care Spot,195039,PRIORY RESIDENTIAL CARE HOME,02/06/2010,2991.56,0.00,2991.56,
CFADRES19009946,Adult & Community Services,Residential Care Spot,250129,PRIORY THE(CHIPPENHAM),02/06/2010,1580.00,0.00,1580.00,
CFADRES19009488,Adult & Community Services,Residential Care Spot,90182,PRIVETT JA & BM,02/06/2010,10426.61,0.00,10426.61,
CFADRES19009404,Adult & Community Services,Residential Care Spot,89250,QUAY COURT CARE CENTRE LTD,02/06/2010,7917.96,0.00,7917.96,
CFADRES19009609,Adult & Community Services,Residential Care Spot,100778,QUAY COURT CARE CNTR/KAHALA CRT,02/06/2010,3262.00,0.00,3262.00,
CFADRES19009322,Adult & Community Services,Nursing Care Spot,86943,R B L DUNKIRK REST HOUSE,02/06/2010,611.33,0.00,611.33,
CFADRES19009559,Adult & Community Services,Residential Care Spot,90726,RADWAY LODGE PARTNERSHIP,02/06/2010,4195.82,0.00,4195.82,
CFADRES19009968,Adult & Community Services,Residential Care Spot,258455,RATAN HOMES LTD T/A GROVE HOUSE,02/06/2010,741.00,0.00,741.00,
CFADRES19009855,Adult & Community Services,Residential Care Spot,220682,RAWLYN HOUSE,02/06/2010,8570.20,0.00,8570.20,
CFADRES19009955,Adult & Community Services,Residential Care Spot,252171,REDWOOD HOUSE RESIDENTIAL HOME,02/06/2010,780.00,0.00,780.00,
CFADRES19009419,Adult & Community Services,Residential Care Spot,89421,RENAISSANCE CARE SERVICES LTD,02/06/2010,1552.22,0.00,1552.22,
CFADRES19009634,Adult & Community Services,Residential Care Spot,107698,RESIDENTIAL HOMES INCOME ACCOUNT,02/06/2010,22290.58,0.00,22290.58,
CFADRES19009564,Adult & Community Services,Residential Care Spot,90785,REST HAVEN,02/06/2010,8272.54,0.00,8272.54,
CFADRES19009662,Adult & Community Services,Residential Care Spot,123407,RIDGE HOUSE,02/06/2010,1743.46,0.00,1743.46,
CFADRES19009398,Adult & Community Services,Residential Care Spot,89204,RIDGEWAY RES HOME LTD (HOMES),02/06/2010,1222.00,0.00,1222.00,
CFADRES19009828,Adult & Community Services,Residential Care Spot,207075,RISE CARE HOME THE,02/06/2010,1332.16,0.00,1332.16,
CFADRES19009891,Adult & Community Services,Residential Care Spot,231744,RIVER COURT RES & NURSING HOME,02/06/2010,1043.42,0.00,1043.42,
CFADRES19009376,Adult & Community Services,Residential Care Spot,88995,RIVIERA CARE LTD,02/06/2010,1878.20,0.00,1878.20,
CFADRES19009323,Adult & Community Services,Residential Care Spot,86977,ROBERT OWEN COMMUNITIES,02/06/2010,20941.14,0.00,20941.14,
CFADRES19009548,Adult & Community Services,Residential Care Spot,90646,ROGERS D&SC T/A ASHDOWN RES HOME,02/06/2010,6212.38,0.00,6212.38,
CFADRES19009366,Adult & Community Services,Residential Care Spot,88750,ROSEHILL REST HOME,02/06/2010,8420.84,0.00,8420.84,
CFADRES19009577,Adult & Community Services,Residential Care Spot,90905,ROTEL LTD,02/06/2010,2737.74,0.00,2737.74,
CFADRES19009395,Adult & Community Services,Residential Care Spot,89155,ROUNDHAM COURT,02/06/2010,4120.40,0.00,4120.40,
CFADRES19009922,Adult & Community Services,Residential Care Spot,242266,ROWANS THE,02/06/2010,652.80,0.00,652.80,
CFADRES19009582,Adult & Community Services,Residential Care Spot,90959,ROWE J,02/06/2010,3025.78,0.00,3025.78,
CFADRES19009579,Adult & Community Services,Nursing Care Spot,90938,ROYAL MASONIC BVLNT INST-NO 4 AC,02/06/2010,10010.68,0.00,10010.68,
CFADRES19009588,Adult & Community Services,Residential Care Spot,92307,RYDON LODGE,02/06/2010,1672.20,0.00,1672.20,
CFADRES19009535,Adult & Community Services,Residential Care Spot,90591,SAINTHILL HOUSE/VISION UK,02/06/2010,12451.00,0.00,12451.00,
CFADRES19009698,Adult & Community Services,Residential Care Spot,156414,SANCTUARY CARE LTD {RESIDENTIAL),02/06/2010,12936.76,0.00,12936.76,
CFADRES19009699,Adult & Community Services,Nursing Care Spot,156414,SANCTUARY CARE LTD {RESIDENTIAL),02/06/2010,19218.72,0.00,19218.72,
CFADRES19009561,Adult & Community Services,Residential Care Spot,90767,SCOPE - FEES COLLECTION ACCOUNT,02/06/2010,1331.32,0.00,1331.32,
CFADRES19009400,Adult & Community Services,Residential Care Spot,89217,SCOPE FEES COLLECTION ACCOUNT,02/06/2010,906.40,0.00,906.40,
CFADRES19009597,Adult & Community Services,Residential Care Spot,96976,SEA POINT,02/06/2010,653.86,0.00,653.86,
CFADRES19009542,Adult & Community Services,Residential Care Spot,90612,SELF UNLIMITED,02/06/2010,19851.16,0.00,19851.16,
CFADRES19009632,Adult & Community Services,Residential Care Spot,106691,SELF UNLIMITED/COTTAGE RURAL ENT,02/06/2010,2928.02,0.00,2928.02,
CFADRES19009939,Adult & Community Services,Nursing Care Spot,247962,SELLY PARK CARE CENTRE,02/06/2010,783.92,0.00,783.92,
CFADRES19009910,Adult & Community Services,Residential Care Spot,237664,SERENITA CARE HOME,02/06/2010,5545.26,0.00,5545.26,
CFADRES19009967,Adult & Community Services,Residential Care Spot,257301,SESAME,02/06/2010,3079.32,0.00,3079.32,
CFADRES19009468,Adult & Community Services,Residential Care Spot,90026,SHAFTESBURY HOUSE,02/06/2010,2427.92,0.00,2427.92,
CFADRES19009439,Adult & Community Services,Residential Care Spot,89670,SHANDFORD,02/06/2010,7331.16,0.00,7331.16,
CFADRES19009912,Adult & Community Services,Residential Care Spot,238334,SHIRE HOUSE,02/06/2010,1100.00,0.00,1100.00,
CFADRES19009480,Adult & Community Services,Residential Care Spot,90133,SILVERLEIGH CEDARS,02/06/2010,14512.65,0.00,14512.65,
CFADRES19009617,Adult & Community Services,Residential Care Spot,102169,SOMERFORDE RESIDENTIAL HOME,02/06/2010,7522.75,0.00,7522.75,
CFADRES19009599,Adult & Community Services,Residential Care Spot,97320,SOMERSET CARE LTD (HOMES MODULE),02/06/2010,805.90,0.00,805.90,
CFADRES19009928,Adult & Community Services,Residential Care Spot,245162,SOMERSET HOUSE /MRS W R HILES TA,02/06/2010,820.00,0.00,820.00,
CFADRES19009408,Adult & Community Services,Residential Care Spot,89302,SOMERSET REDSTONE TRUST LTD,02/06/2010,9704.98,0.00,9704.98,
CFADRES19009726,Adult & Community Services,Residential Care Spot,165818,SOMERVILLE HOUSE,02/06/2010,10298.96,0.00,10298.96,
CFADRES19009824,Adult & Community Services,Residential Care Spot,206352,SOUTH WEST RESIDENTIAL HOMES,02/06/2010,649.04,0.00,649.04,
CFADRES19009611,Adult & Community Services,Residential Care Spot,101092,SOUTHBOURNE RESIDENTIAL HOME,02/06/2010,762.00,0.00,762.00,
CFADRES19009590,Adult & Community Services,Nursing Care Spot,92410,SOUTHERN HEALTHCARE WESSEX LTD,02/06/2010,6148.84,0.00,6148.84,
CFADRES19009576,Adult & Community Services,Residential Care Spot,90898,SOUTHGARTH RESIDENTIAL HOME,02/06/2010,7630.35,0.00,7630.35,
CFADRES19009355,Adult & Community Services,Residential Care Spot,88653,SOUTHLANDS COURT RESIDENTIAL,02/06/2010,2240.00,0.00,2240.00,
CFADRES19009418,Adult & Community Services,Residential Care Spot,89394,SOUTHVIEW CARE HOME,02/06/2010,5727.90,0.00,5727.90,
CFADRES19009920,Adult & Community Services,Residential Care Spot,241249,SPRINGFIELD HSE MR JAHMEERBACUUS,02/06/2010,1507.56,0.00,1507.56,
CFADRES19009388,Adult & Community Services,Residential Care Spot,89099,SPRINGFIELDS,02/06/2010,5183.76,0.00,5183.76,
CFADRES19009583,Adult & Community Services,Residential Care Spot,90963,SPRINGFIELDS CARE HOME,02/06/2010,4887.18,0.00,4887.18,
CFADRES19009361,Adult & Community Services,Residential Care Spot,88721,ST ANDREWS HOUSE,02/06/2010,2968.10,0.00,2968.10,
CFADRES19009310,Adult & Community Services,Residential Care Spot,86625,ST ANNES RESIDENTIAL HOME,02/06/2010,1660.96,0.00,1660.96,
CFADRES19009965,Adult & Community Services,Nursing Care Spot,256890,ST AUBYNS NURSING HOME,02/06/2010,997.40,0.00,997.40,
CFADRES19009918,Adult & Community Services,Nursing Care Spot,240912,ST BRIDGETS NURSING HOME,02/06/2010,740.15,0.00,740.15,
CFADRES19009962,Adult & Community Services,Residential Care Spot,256447,ST CROSS GRANGE,02/06/2010,1070.00,0.00,1070.00,
CFADRES19009573,Adult & Community Services,Residential Care Spot,90891,ST DAVIDS APL,02/06/2010,1584.90,0.00,1584.90,
CFADRES19009604,Adult & Community Services,Residential Care Spot,99363,ST DENYS CARE HOME,02/06/2010,9206.30,0.00,9206.30,
CFADRES19009974,Adult & Community Services,Residential Care Spot,259585,ST JOSEPHS REST HOME,02/06/2010,948.80,0.00,948.80,
CFADRES19009883,Adult & Community Services,Residential Care Spot,229872,ST MARTINS RESIDENTIAL CARE HOME,02/06/2010,659.20,0.00,659.20,
CFADRES19009675,Adult & Community Services,Residential Care Spot,140728,ST OMER RESIDENTIAL HOME,02/06/2010,1561.12,0.00,1561.12,
CFADRES19009818,Adult & Community Services,Residential Care Spot,204678,ST SAVIOURS,02/06/2010,5288.44,0.00,5288.44,
CFADRES19009936,Adult & Community Services,Residential Care Spot,247157,ST STEPHENS RESIDENTIAL HOME,02/06/2010,834.00,0.00,834.00,
CFADRES19009438,Adult & Community Services,Residential Care Spot,89649,STALLCOMBE HOUSE LTD,02/06/2010,8587.06,0.00,8587.06,
CFADRES19009415,Adult & Community Services,Residential Care Spot,89385,STANBURY HG & IM,02/06/2010,758.40,0.00,758.40,
CFADRES19009984,Adult & Community Services,Residential Care Spot,261788,STOKEFIELD CARE HOME,02/06/2010,782.00,0.00,782.00,
CFADRES19009647,Adult & Community Services,Residential Care Spot,116282,STONEHAVEN (HEALTHCARE) LTD,02/06/2010,9636.64,0.00,9636.64,
CFADRES19009362,Adult & Community Services,Residential Care Spot,88730,STRAND HOUSE,02/06/2010,1065.08,0.00,1065.08,
CFADRES19009659,Adult & Community Services,Residential Care Spot,121568,STRANGE CD & MRS P W,02/06/2010,781.56,0.00,781.56,
CFADRES19009980,Adult & Community Services,Residential Care Spot,261144,STRATTON HOUSE(BURNHAM ON SEA),02/06/2010,850.00,0.00,850.00,
CFADRES19009816,Adult & Community Services,Nursing Care Spot,204419,SUMMER LANE CARE HOME,02/06/2010,989.58,0.00,989.58,
CFADRES19009331,Adult & Community Services,Residential Care Spot,87084,SUMMERCOURT RES HOME,02/06/2010,10718.50,0.00,10718.50,
CFADRES19009881,Adult & Community Services,Residential Care Spot,229838,SUMMERHAYES RESIDENTIAL HOME,02/06/2010,3164.76,0.00,3164.76,
CFADRES19009483,Adult & Community Services,Residential Care Spot,90171,SUMMERLEAZE RETIREMENT HOME,02/06/2010,3587.76,0.00,3587.76,
CFADRES19009308,Adult & Community Services,Residential Care Spot,62681,SUNDIAL LODGE,02/06/2010,628.52,0.00,628.52,
CFADRES19009851,Adult & Community Services,Residential Care Spot,218635,SUNNINGDALE HOUSE,02/06/2010,6203.58,0.00,6203.58,
CFADRES19009865,Adult & Community Services,Residential Care Spot,225000,SUNNYBANK HOUSE/XCEL CARE HOMES,02/06/2010,1437.64,0.00,1437.64,
CFADRES19009952,Adult & Community Services,Nursing Care Spot,251071,SUNRISE OPERATIONS BAGSHOT11 LTD,02/06/2010,1971.34,0.00,1971.34,
CFADRES19009919,Adult & Community Services,Residential Care Spot,240913,SURREY HEIGHTS,02/06/2010,816.00,0.00,816.00,
CFADRES19009934,Adult & Community Services,Nursing Care Spot,246988,SUTTON NURSING HOMES LTD,02/06/2010,1470.00,0.00,1470.00,
CFADRES19009871,Adult & Community Services,Residential Care Spot,227296,SWALLOWCLIFF RETIREMENT HOME,02/06/2010,6188.37,0.00,6188.37,
CFADRES19009677,Adult & Community Services,Residential Care Spot,143490,SYCAMORE COTTAGE REST HOME,02/06/2010,829.66,0.00,829.66,
CFADRES19009514,Adult & Community Services,Residential Care Spot,90438,SYMONS G & J,02/06/2010,1040.56,0.00,1040.56,
CFADRES19009862,Adult & Community Services,Nursing Care Spot,223894,TAMAR HOUSE,02/06/2010,748.00,0.00,748.00,
CFADRES19009326,Adult & Community Services,Residential Care Spot,87027,TAMAR HOUSING SOC-STEPPING STONE,02/06/2010,3043.64,0.00,3043.64,
CFADRES19009422,Adult & Community Services,Residential Care Spot,89496,TANGLEWOOD RESIDENTIAL HOME,02/06/2010,4594.82,0.00,4594.82,
CFADRES19009332,Adult & Community Services,Residential Care Spot,87138,TARRANT M,02/06/2010,3253.12,0.00,3253.12,
CFADRES19009409,Adult & Community Services,Residential Care Spot,89318,TAWBURN HOUSE,02/06/2010,1966.91,0.00,1966.91,
CFADRES19009482,Adult & Community Services,Residential Care Spot,90143,TEIGNBRIDGE HOUSE CARE HOME LTD,02/06/2010,9457.20,0.00,9457.20,
CFADRES19009982,Adult & Community Services,Residential Care Spot,261386,THATCHAM COURT NURSING HOME,02/06/2010,1600.00,0.00,1600.00,
CFADRES19009470,Adult & Community Services,Residential Care Spot,90040,THE LINDONS CARE HOME,02/06/2010,12149.40,0.00,12149.40,
CFADRES19009887,Adult & Community Services,Residential Care Spot,231427,THE VICARAGE,02/06/2010,1557.70,0.00,1557.70,
CFADRES19009616,Adult & Community Services,Residential Care Spot,102051,THORNFIELD RESIDENTIAL HOME,02/06/2010,13308.70,0.00,13308.70,
CFADRES19009385,Adult & Community Services,Nursing Care Spot,89094,THREE CORNERS NURSING HOME,02/06/2010,4131.45,0.00,4131.45,
CFADRES19009543,Adult & Community Services,Residential Care Spot,90616,THURLESTONE COURT LTD,02/06/2010,7847.04,0.00,7847.04,
CFADRES19009591,Adult & Community Services,Residential Care Spot,92850,TORBAY CARE TRUST,02/06/2010,1659.32,0.00,1659.32,
CFADRES19009384,Adult & Community Services,Residential Care Spot,89074,TRACEY HOUSE,02/06/2010,3199.95,0.00,3199.95,
CFADRES19009481,Adult & Community Services,Residential Care Spot,90138,TREELANDS RESIDENTIAL HOME,02/06/2010,13278.84,0.00,13278.84,
CFADRES19009474,Adult & Community Services,Residential Care Spot,90050,TREGARLAND TAVISTOCK,02/06/2010,19762.91,0.00,19762.91,
CFADRES18419892,Adult & Community Services,Nursing Care Spot,206662,TRELANA NURSING HOME,02/06/2010,1873.40,0.00,1873.40,
CFADRES18420577,Adult & Community Services,Nursing Care Spot,206662,TRELANA NURSING HOME,02/06/2010,1873.40,0.00,1873.40,
CFADRES19009825,Adult & Community Services,Nursing Care Spot,206662,TRELANA NURSING HOME,02/06/2010,1873.40,0.00,1873.40,
CFADRES19009899,Adult & Community Services,Residential Care Spot,232771,TUDOR COTTAGE,02/06/2010,3521.50,0.00,3521.50,
CFADRES19009387,Adult & Community Services,Residential Care Spot,89098,TUDOR COURT CARE HOME,02/06/2010,3025.98,0.00,3025.98,
CFADRES19009908,Adult & Community Services,Residential Care Spot,236984,TUDOR LODGE,02/06/2010,910.00,0.00,910.00,
CFADRES19009961,Adult & Community Services,Residential Care Spot,255468,TWO TREES,02/06/2010,2018.00,0.00,2018.00,
CFADRES19009959,Adult & Community Services,Residential Care Spot,254739,TY NEWYDD,02/06/2010,740.00,0.00,740.00,
CFADRES19009598,Adult & Community Services,Residential Care Spot,97078,UNDERHILL HOUSE,02/06/2010,697.86,0.00,697.86,
CFADRES19009904,Adult & Community Services,Residential Care Spot,235345,VALE LODGE RESIDENTIAL HOME,02/06/2010,3429.44,0.00,3429.44,
CFADRES19009983,Adult & Community Services,Residential Care Spot,261770,VALONA,02/06/2010,1000.00,0.00,1000.00,
CFADRES19009462,Adult & Community Services,Nursing Care Spot,89939,W H C-31 KERNOW HSE RECEIPTS A/C,02/06/2010,11961.13,0.00,11961.13,
CFADRES19009973,Adult & Community Services,Nursing Care Spot,259533,WARRENGATE NURSING HOME,02/06/2010,916.30,0.00,916.30,
CFADRES19009315,Adult & Community Services,Residential Care Spot,86778,WELLS COURT PRIVATE NURSING HOME,02/06/2010,7131.26,0.00,7131.26,
CFADRES19009374,Adult & Community Services,Residential Care Spot,88930,WELLS HOUSE LTD,02/06/2010,8741.80,0.00,8741.80,
CFADRES19009325,Adult & Community Services,Residential Care Spot,87009,WEST HEANTON RESIDENTIAL HOME,02/06/2010,2808.78,0.00,2808.78,
CFADRES19009947,Adult & Community Services,Residential Care Spot,250240,WESTCLIFFE HOUSE,02/06/2010,1100.00,0.00,1100.00,
CFADRES19009864,Adult & Community Services,Residential Care Spot,224418,WESTERN RISE RESIDENTIAL HOME,02/06/2010,6813.04,0.00,6813.04,
CFADRES19009966,Adult & Community Services,Nursing Care Spot,257234,WESTGATE HEALTHCARE/TA BURFORD H,02/06/2010,1087.40,0.00,1087.40,
CFADRES19009460,Adult & Community Services,Residential Care Spot,89927,WESTLANDS RETIREMENT HOME,02/06/2010,3781.86,0.00,3781.86,
CFADRES19009509,Adult & Community Services,Nursing Care Spot,90399,WESTMINSTER H C-MNT TRYON RCPT A,02/06/2010,3659.84,0.00,3659.84,
CFADRES19009484,Adult & Community Services,Nursing Care Spot,90172,WESTMINSTER HEALTHCARE REF 83,02/06/2010,3079.04,0.00,3079.04,
CFADRES19009628,Adult & Community Services,Residential Care Spot,105542,WESTWARD,02/06/2010,3769.60,0.00,3769.60,
CFADRES19009681,Adult & Community Services,Residential Care Spot,145142,WHITE LODGE & ST HELENS,02/06/2010,679.40,0.00,679.40,
CFADRES19009624,Adult & Community Services,Residential Care Spot,105080,WILLIAM BLAKE HOUSE NORTHANTS,02/06/2010,3485.00,0.00,3485.00,
CFADRES19009741,Adult & Community Services,Residential Care Spot,173299,WILLIAM HOUSE,02/06/2010,1896.90,0.00,1896.90,
CFADRES19009608,Adult & Community Services,Residential Care Spot,100775,WILLIAMSON RG/DDE TA ASHBOURNE H,02/06/2010,3411.60,0.00,3411.60,
CFADRES19009379,Adult & Community Services,Residential Care Spot,89050,WILSON CRAWFORD,02/06/2010,2312.16,0.00,2312.16,
CFADRES19009595,Adult & Community Services,Residential Care Spot,96390,WINDWARD COURT,02/06/2010,12761.00,0.00,12761.00,
CFADRES19009367,Adult & Community Services,Residential Care Spot,88751,WISE T/A ST ANDREWS BJ&B,02/06/2010,8241.02,0.00,8241.02,
CFADRES19009838,Adult & Community Services,Residential Care Spot,213800,WOLBOROUGH COURT NURSING HOME,02/06/2010,8850.00,0.00,8850.00,
CFADRES19009547,Adult & Community Services,Nursing Care Spot,90623,WOODHAYES BRENDONCARE HOME,02/06/2010,3997.52,0.00,3997.52,
CFADRES19009727,Adult & Community Services,Residential Care Spot,166612,WOODLAND COURT NURSING HOME,02/06/2010,3901.20,0.00,3901.20,
CFADRES19009764,Adult & Community Services,Residential Care Spot,182686,ALSTON COURT_RESIDENTIAL HOME,02/06/2010,7090.62,0.00,7090.62,
EDG19200207,"Environment, Economy & Culture",Agency Staff Non Teaching,244009,ARGENT RECRUITMENT,02/06/2010,956.25,167.34,1123.59,
EDG19200214,"Environment, Economy & Culture",Agency Staff Non Teaching,244009,ARGENT RECRUITMENT,02/06/2010,956.25,167.34,1123.59,
CFADRES19009869,Adult & Community Services,Nursing Care Spot,226394,ARGYLE PARK NURSING HOME,02/06/2010,793.00,0.00,793.00,
CFADRES19009802,Adult & Community Services,Nursing Care Spot,199080,ASHLEY MANOR NURSING/RESIDENTIAL,02/06/2010,1264.28,0.00,1264.28,
ACLCENT18950110,Adult & Community Services,Examination Fees,15450,ASSESSMENT & QUALIFICATIONS ALLN,02/06/2010,802.15,0.00,802.15,
GMHFM19460637,Children & Younger Persons,Hire Of Temporary / Agency Staff,122363,BACKLINE,02/06/2010,1987.13,347.74,2334.87,
FINNDAD19407422,Adult & Community Services,Improvements,84133,BARTLETT K F LTD(EXETER),02/06/2010,1200.00,210.00,1410.00,
FINSSCW18784326,Adult & Community Services,Misc Other,4467,BISHOPS MOVE,02/06/2010,649.00,103.25,752.25,
CFADRES19009800,Adult & Community Services,Residential Care Spot,198556,BISHOPSTEIGNTON HOUSE,02/06/2010,2555.88,0.00,2555.88,
FACM19394678,Chief Executives,Gas,181102,BRITISH GAS BUSINESS (GAS),02/06/2010,1015.73,177.75,1193.48,
FACM19394679,Chief Executives,Gas,181102,BRITISH GAS BUSINESS (GAS),02/06/2010,2645.40,462.95,3108.35,
WASTE19634811,"Environment, Economy & Culture",Electricity,181102,BRITISH GAS BUSINESS (GAS),02/06/2010,539.81,94.47,634.28,
CFADRES19009801,Adult & Community Services,Nursing Care Spot,198839,BRUNSWICK HOUSE NURSING HOME,02/06/2010,1064.62,0.00,1064.62,
WASTE19634701,"Environment, Economy & Culture",Consultancy / Professional Fees,14084,BURGES SALMON LLP,02/06/2010,2230.00,390.25,2620.25,
FINEXEAD19397306,Adult & Community Services,Annual Bedfee Charges,245948,CARE QUALITY COMMISSION,02/06/2010,3267.00,0.00,3267.00,
FINEXEAD19397328,Adult & Community Services,Annual Bedfee Charges,98218,CARE QUALITY COMMISSN/ WAS CSCI,02/06/2010,1980.00,0.00,1980.00,
CFADDOM18979849,Adult & Community Services,Dom Care Spot,135215,CARE QUEST (SOUTH WEST) LTD,02/06/2010,1094.05,0.00,1094.05,
CFADRES19009804,Adult & Community Services,Residential Care Spot,199983,CARTREF HENLLAN CARE HOME,02/06/2010,848.08,0.00,848.08,
CYPSWLOC18792385,Children & Younger Persons,Misc Other,241805,CATCH 22,02/06/2010,3150.00,551.25,3701.25,
CFADRES19009763,Adult & Community Services,Residential Care Spot,182341,CATHEDRAL VIEW,02/06/2010,740.00,0.00,740.00,
CFADRES19009783,Adult & Community Services,Nursing Care Spot,192985,CHALFONT LODGE CARE CENTRE,02/06/2010,2329.40,0.00,2329.40,
CFADRES19009440,Adult & Community Services,Residential Care Spot,89678,CHEVERELLS,02/06/2010,5278.44,0.00,5278.44,
ACLCENT18950114,Adult & Community Services,Examination Fees,23679,CITY & GUILDS INSTITUTE,02/06/2010,1175.00,0.00,1175.00,
CFADRES19009766,Adult & Community Services,Residential Care Spot,183803,CLAYFIELD CARE HOME,02/06/2010,5683.86,0.00,5683.86,
CFADRES19009665,Adult & Community Services,Residential Care Spot,133901,CREDENCE CARE LIMITED,02/06/2010,6062.70,0.00,6062.70,
CFADRES19009743,Adult & Community Services,Residential Care Spot,174468,CRELAKE HOUSE,02/06/2010,2718.29,0.00,2718.29,
CFADRES19009635,Adult & Community Services,Residential Care Spot,108349,CROFT THE,02/06/2010,9147.91,0.00,9147.91,
CFADRES19009786,Adult & Community Services,Residential Care Spot,193968,DAUNTSEY HOUSE,02/06/2010,938.80,0.00,938.80,
CFADDAY18967869,Adult & Community Services,Day Care Spot,90714,DAWLISH GARDENS TRUST,02/06/2010,545.60,0.00,545.60,
CFADRES19009712,Adult & Community Services,Residential Care Spot,159380,DIDSBURY COURT,02/06/2010,840.50,0.00,840.50,
CFADRES19009773,Adult & Community Services,Residential Care Spot,188548,EDENMORE & OCEAN VIEW NURSING HM,02/06/2010,1120.04,0.00,1120.04,
CFADRES19009760,Adult & Community Services,Residential Care Spot,181490,ELM COTTAGE,02/06/2010,1442.00,0.00,1442.00,
CFADRES19009795,Adult & Community Services,Residential Care Spot,196311,EVERGREENS THE,02/06/2010,1234.10,0.00,1234.10,
CFADRES19009806,Adult & Community Services,Residential Care Spot,200170,FAIR HAVEN CARE HOME,02/06/2010,900.00,0.00,900.00,
CFADRES19009799,Adult & Community Services,Residential Care Spot,197778,GARSON HOUSE,02/06/2010,3128.00,0.00,3128.00,
CFADRES19009683,Adult & Community Services,Residential Care Spot,148776,GUINNESS CARE & SPRT*DO NOT EXCL,02/06/2010,26204.26,0.00,26204.26,
CFADDAY18967864,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,02/06/2010,675.36,0.00,675.36,
CFADRES19009805,Adult & Community Services,Residential Care Spot,200069,HAZELWELL LODGE LTD,02/06/2010,813.16,0.00,813.16,
CFADRES19009668,Adult & Community Services,Residential Care Spot,136951,HEVERCOURT RESIDENTIAL HOME,02/06/2010,830.30,0.00,830.30,
CFADRES19009765,Adult & Community Services,Residential Care Spot,183018,HILLDALES AND NORTHVIEW R C HMS,02/06/2010,12678.72,0.00,12678.72,
CFADRES19009757,Adult & Community Services,Nursing Care Spot,180320,HOME OF COMFORT NURSING HOME,02/06/2010,839.88,0.00,839.88,
CFADRES19009796,Adult & Community Services,Residential Care Spot,196615,LONGRUN HOUSE,02/06/2010,10041.32,0.00,10041.32,
CFADRES19009733,Adult & Community Services,Nursing Care Spot,169432,LYMEWOOD NURSING HOME,02/06/2010,3379.02,0.00,3379.02,
CFADRES19009427,Adult & Community Services,Residential Care Spot,89556,LYNDRIDGE CARE,02/06/2010,3708.86,0.00,3708.86,
CFADRES19009718,Adult & Community Services,Residential Care Spot,160827,MANOR HOUSE,02/06/2010,1496.96,0.00,1496.96,
