UNIQUE REF,Description,Element Description,Entity,ENEntity Name,PymtDate,SumOfNet Amt,SumOfVatAmt,SumOfGross Amt,
EXCHEQ19207216,Children & Younger Persons,Travel Costs,263137,EUROP TOURS,26/05/2010,3891.43,0.00,3891.43,
EXCHEQ18668796,Children & Younger Persons,Heat & Electrical Repairs & Mtce,23256,EVANS HEATING & PLUMBING LTD,24/05/2010,519.08,90.84,609.92,
EXCHEQ18669905,Children & Younger Persons,Internal Works,23256,EVANS HEATING & PLUMBING LTD,10/05/2010,1193.00,208.78,1401.78,
FINNDAD18942610,Adult & Community Services,Cleaning / Domestic / Cooking Equipment,51317,EVANS HEATING & PLUMBING LTD,07/05/2010,493.60,86.38,579.98,
NPSWI18424432,Chief Executives,Backlog Building Maintenance Works,23256,EVANS HEATING & PLUMBING LTD,06/05/2010,882.96,154.52,1037.48,
NPSWI18424433,Chief Executives,CONTRACTORS COSTS,23256,EVANS HEATING & PLUMBING LTD,06/05/2010,998.76,174.78,1173.54,
NPSWI18424439,Chief Executives,Backlog Building Maintenance Works,51317,EVANS HEATING & PLUMBING LTD,06/05/2010,2122.13,371.37,2493.50,
NPSWI19516002,Children & Younger Persons,Internal Works,51317,EVANS HEATING & PLUMBING LTD,27/05/2010,2936.80,513.94,3450.74,
NPSWI19516072,Chief Executives,Backlog Building Maintenance Works,23256,EVANS HEATING & PLUMBING LTD,27/05/2010,1079.09,188.84,1267.93,
EARLYRS18873105,Children & Younger Persons,Grants to Voluntary Bodies,179387,EVANS LUCY,10/05/2010,500.00,0.00,500.00,
CFADRES18419862,Adult & Community Services,Residential Care Spot,196311,EVERGREENS THE,05/05/2010,1234.10,0.00,1234.10,
CFADRES18420547,Adult & Community Services,Residential Care Spot,196311,EVERGREENS THE,19/05/2010,1234.10,0.00,1234.10,
CYPSWLOC18792255,Children & Younger Persons,Addt Cost For Dept,148924,EVERYS (EXMOUTH),14/05/2010,775.00,105.00,880.00,
EXCHEQ18675963,Children & Younger Persons,Heat & Electrical Repairs & Mtce,156068,EXCEL ELECTRICAL SERVICES,17/05/2010,843.36,147.59,990.95,
EXCHEQ18669906,Children & Younger Persons,Scraps Interface Error Suspense,253823,EXCELERATE SOUTH WEST,11/05/2010,630.00,110.25,740.25,
EXCHEQ18679194,Children & Younger Persons,Misc Other,253823,EXCELERATE SOUTH WEST,25/05/2010,450.00,78.75,528.75,
HQ18929911,"Environment, Economy & Culture",Other Grants-Not Inflated,220517,EXETER ARCHAEOLOGY,25/05/2010,3389.25,0.00,3389.25,
ACLCENT18708675,Adult & Community Services,External Trainers Costs,90202,EXETER C V S,20/05/2010,547.50,0.00,547.50,
FINSSCW18784172,Adult & Community Services,Social Services Contracts,90202,EXETER C V S,05/05/2010,57359.25,0.00,57359.25,
FNEXMHLD18854944,Adult & Community Services,Social Services Contracts,90202,EXETER C V S,12/05/2010,18040.00,0.00,18040.00,
FNEXMHLD18854955,Adult & Community Services,Social Services Contracts,90202,EXETER C V S,14/05/2010,15367.50,0.00,15367.50,
FNEXMHLD19431126,Adult & Community Services,Social Services Contracts,90202,EXETER C V S,28/05/2010,775.30,0.00,775.30,
CHECS18862724,Chief Executives,Contribn Other,120160,EXETER CAB,14/05/2010,27500.00,0.00,27500.00,
EXTFUND18710305,Children & Younger Persons,Direct Payment,261194,EXETER CENTURIANS RUGBY LGUE CLB,18/05/2010,632.00,0.00,632.00,
CYPCENT18665872,Children & Younger Persons,Learning Partnership Project Costs,6141,EXETER COLLEGE (HELE ROAD),26/05/2010,49600.00,0.00,49600.00,
EDUC18885950,Children & Younger Persons,Grant Payments,6141,EXETER COLLEGE (HELE ROAD),18/05/2010,2149365.00,0.00,2149365.00,
EARLYRS18872864,Children & Younger Persons,Grants to Voluntary Bodies,117163,EXETER COMMUNITY INITIATIVES,05/05/2010,64318.25,0.00,64318.25,
EXTENDED18667004,Children & Younger Persons,Consultancy / Professional Fees,117163,EXETER COMMUNITY INITIATIVES,12/05/2010,5100.00,0.00,5100.00,
EXCHEQ18672140,Children & Younger Persons,Misc Other,23047,EXETER DIOCESAN BOARD OF FINANCE,10/05/2010,11611.63,0.00,11611.63,
EXCHEQ18672141,Children & Younger Persons,Subscriptions,23047,EXETER DIOCESAN BOARD OF FINANCE,10/05/2010,650.00,113.75,763.75,
EXCHEQ18675771,Children & Younger Persons,Scraps Interface Error Suspense,23047,EXETER DIOCESAN BOARD OF FINANCE,17/05/2010,650.00,113.75,763.75,
DHRP18921023,Corporate Resources,Grants to Voluntary Bodies,195495,EXETER RESPECT GROUP,12/05/2010,1500.00,0.00,1500.00,
CSET18474118,Children & Younger Persons,Independent Sch Fees Summer Tm,8245,EXETER ROYAL ACADEMY FOR DEAF,11/05/2010,2746.42,0.00,2746.42,
CYPNMLOC18684529,Children & Younger Persons,Childcare Residential Respite Independen,8245,EXETER ROYAL ACADEMY FOR DEAF,04/05/2010,2578.09,0.00,2578.09,
FNEXMHLD18855009,Adult & Community Services,Individualised Support,8245,EXETER ROYAL ACADEMY FOR DEAF,19/05/2010,945.50,0.00,945.50,
CFSUPP18240774,Adult & Community Services,Accomodation Based Services,34127,EXETER SHILHAY COMMUNITY,19/05/2010,48972.56,0.00,48972.56,
EARLYRS18872888,Children & Younger Persons,Payment To Voluntary Providers,40595,EXETER UNIVERSITY FAMILY CENTRE,04/05/2010,1001.82,0.00,1001.82,
PLAYLINE18662293,Children & Younger Persons,Minor Improvements,4698,EXJET SERVICES,04/05/2010,560.00,98.00,658.00,
RSOUTH18444939,"Environment, Economy & Culture",Other Contractor (Non),4698,EXJET SERVICES,07/05/2010,2943.43,515.10,3458.53,
TRCC18808697,"Environment, Economy & Culture",Pub Trans Development & Contributions,11916,EXMOUTH & DISTRICT RING & RIDE,24/05/2010,14450.00,0.00,14450.00,
RESTRAT18717108,Children & Younger Persons,Postage,90476,F P TELESET,17/05/2010,1000.00,0.00,1000.00,
RESTRAT19561644,Children & Younger Persons,Postage,90476,F P TELESET,28/05/2010,1000.00,0.00,1000.00,
EXCHEQ18670866,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,242414,FAI TRAINING,11/05/2010,430.00,75.25,505.25,
CFADRES18419873,Adult & Community Services,Residential Care Spot,200170,FAIR HAVEN CARE HOME,05/05/2010,900.00,0.00,900.00,
CFADRES18420558,Adult & Community Services,Residential Care Spot,200170,FAIR HAVEN CARE HOME,19/05/2010,900.00,0.00,900.00,
CYPNMLOC18684762,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,7846.81,0.00,7846.81,
CYPNMLOC18684781,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,1727.14,0.00,1727.14,
CYPNMLOC18684782,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792029,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,06/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792288,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,18/05/2010,1691.25,0.00,1691.25,
CYPSWLOC18792289,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,18/05/2010,1380.09,0.00,1380.09,
CYPSWLOC18792290,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,18/05/2010,1380.09,0.00,1380.09,
CYPSWLOC18792291,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,18/05/2010,840.00,0.00,840.00,
CYPSWLOC18792292,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,18/05/2010,2910.28,0.00,2910.28,
CYPSWLOC18792390,Children & Younger Persons,Cl-Supported Accom-Rel Child,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3586.04,0.00,3586.04,
CYPSWLOC18792392,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792393,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,4056.85,0.00,4056.85,
CYPSWLOC18792394,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3712.56,0.00,3712.56,
CYPSWLOC18792395,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792396,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792397,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,8556.58,0.00,8556.58,
CYPSWLOC18792398,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792399,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3404.46,0.00,3404.46,
CYPSWLOC18792400,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792401,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,3495.25,0.00,3495.25,
CYPSWLOC18792402,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,8556.58,0.00,8556.58,
CYPSWLOC18792403,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,6941.21,0.00,6941.21,
CYPSWLOC18792404,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,8556.58,0.00,8556.58,
CYPSWLOC18792405,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,6197.52,0.00,6197.52,
CYPSWLOC18792406,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,21/05/2010,5242.99,0.00,5242.99,
CYPSWLOC18792492,Children & Younger Persons,Independent Fostering,102035,FAMILIES FIRST S WEST LLP,20/05/2010,1980.00,0.00,1980.00,
CYPCENT18665897,Children & Younger Persons,Care Management Excluding Ot'S - Salary,38568,FAMILIES FOR CHILDREN TRUST,25/05/2010,749.35,0.00,749.35,
CYPCENT19113105,Children & Younger Persons,Misc Other,38568,FAMILIES FOR CHILDREN TRUST,28/05/2010,540.00,0.00,540.00,
CYPSWLOC18792414,Children & Younger Persons,Adoption Agency Fees,38568,FAMILIES FOR CHILDREN TRUST,26/05/2010,573.00,0.00,573.00,
CYPSWLOC18792257,Children & Younger Persons,Addt Cost For Dept,233768,FAMILYS FUTURES CONSORTIUM,14/05/2010,41334.54,0.00,41334.54,
LDP18933883,Children & Younger Persons,Post Entry Train Exc Teach,148832,FEDERATION OF MUSIC SERVICES,12/05/2010,460.00,80.50,540.50,
FACM18689996,Chief Executives,Improvements,51330,FINELINE,20/05/2010,1000.00,175.00,1175.00,
EXCHEQ18670504,Children & Younger Persons,Educational Visits,42512,FLAMINGO POOL THE,06/05/2010,1013.40,0.00,1013.40,
LIBHQ18706251,Adult & Community Services,Rents,179179,FLAVEL,12/05/2010,3421.00,598.68,4019.68,
LIBHQ18706303,Adult & Community Services,Res Fund-Equipment,262254,FLETCHER EUROPEAN CONTAINERS,12/05/2010,524.00,91.70,615.70,
NPSWI18424536,Chief Executives,BUILDING MAINTENANCE (FARMS ONLY),144422,FLUES & FIRES OF TORBAY,14/05/2010,2943.00,515.02,3458.02,
YOUTHEXE18795296,Children & Younger Persons,Staff Development,208823,FLUIDSKILLS,05/05/2010,600.00,0.00,600.00,
EXCHEQ19207357,Children & Younger Persons,Travel Costs,159226,FLYBE GROUP,27/05/2010,1160.90,0.00,1160.90,
LEGAL19472706,Children & Younger Persons,Non Rechargeable Legal Disbursements,243693,FOOT ANSTEY,26/05/2010,600.00,105.00,705.00,
LEGAL19472707,Children & Younger Persons,Non Rechargeable Legal Disbursements,243693,FOOT ANSTEY,26/05/2010,600.00,105.00,705.00,
CYPNMLOC18684505,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,07/05/2010,2463.00,0.00,2463.00,
CYPNMLOC18684506,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,07/05/2010,3817.65,0.00,3817.65,
CYPNMLOC18684573,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,18/05/2010,5727.00,0.00,5727.00,
CYPNMLOC18684575,Children & Younger Persons,Childcare Residential Respite Independen,90829,FOSTER CARE ASSOCIATES LTD,18/05/2010,3311.40,0.00,3311.40,
CYPNMLOC18684586,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,18/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792265,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792266,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3580.20,0.00,3580.20,
CYPSWLOC18792267,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,07/05/2010,5523.36,0.00,5523.36,
CYPSWLOC18792268,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,07/05/2010,7134.34,0.00,7134.34,
CYPSWLOC18792269,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792270,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3580.20,0.00,3580.20,
CYPSWLOC18792271,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792272,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792273,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,3694.50,0.00,3694.50,
CYPSWLOC18792391,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,19/05/2010,6904.20,0.00,6904.20,
CYPSWLOC19138689,Children & Younger Persons,Independent Fostering,90829,FOSTER CARE ASSOCIATES LTD,27/05/2010,6904.20,0.00,6904.20,
CYPSWLOC18792258,Children & Younger Persons,Independent Fostering,218883,FOSTERING FOUNDATION S W LTD,17/05/2010,2856.00,0.00,2856.00,
CYPSWLOC18792259,Children & Younger Persons,Independent Fostering,218883,FOSTERING FOUNDATION S W LTD,17/05/2010,2856.00,0.00,2856.00,
EXCHEQ18672662,Children & Younger Persons,Improvements,225952,FREMAT CONSTRUCTION,11/05/2010,650.43,113.83,764.26,
EXCHEQ18675368,Children & Younger Persons,External Works,225952,FREMAT CONSTRUCTION,17/05/2010,6772.00,1185.10,7957.10,
EXCHEQ18675369,Children & Younger Persons,External Works,225952,FREMAT CONSTRUCTION,17/05/2010,840.79,147.14,987.93,
EXCHEQ18674880,Children & Younger Persons,Scraps Interface Error Suspense,180134,FRESH DAY CLEANING,14/05/2010,666.75,0.00,666.75,
EXCHEQ18674881,Children & Younger Persons,Misc Other,180134,FRESH DAY CLEANING,14/05/2010,966.00,0.00,966.00,
LDP18934124,Children & Younger Persons,Grants to Voluntary Bodies,106110,FRIENDS OF N DEVON YOUTH MUSIC,10/05/2010,3442.00,0.00,3442.00,
RECSERV18915744,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,07/05/2010,1475.93,258.29,1734.22,
RECSERV18915766,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,10/05/2010,1327.93,232.39,1560.32,
RECSERV18915767,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,10/05/2010,1327.93,232.39,1560.32,
RECSERV18915768,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,10/05/2010,1327.93,232.39,1560.32,
RECSERV18915769,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,10/05/2010,1136.87,198.95,1335.82,
RECSERV18915770,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,10/05/2010,1327.93,232.39,1560.32,
RECSERV18915815,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,18/05/2010,877.58,153.58,1031.16,
RECSERV18915846,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,21/05/2010,1396.15,244.33,1640.48,
RECSERV19558054,Corporate Resources,Hire Of Temporary / Agency Staff,211645,FRONTLINE MEDICAL STAFFING,28/05/2010,1416.10,247.82,1663.92,
EXCHEQ18669382,Children & Younger Persons,Capital Fees,184966,FROOM S,05/05/2010,830.00,0.00,830.00,
EXCHEQ18669384,Children & Younger Persons,Capital Building Works,184966,FROOM S,05/05/2010,1860.00,0.00,1860.00,
EXCHEQ18673357,Children & Younger Persons,Capital Building Works,184966,FROOM S,17/05/2010,2300.00,0.00,2300.00,
EXCHEQ18673358,Children & Younger Persons,Capital Building Works,184966,FROOM S,17/05/2010,3440.00,0.00,3440.00,
DCCS18896130,Children & Younger Persons,Food Non-Vatable,21876,FRUTINA SOUTH WEST/MABE REFRIGTN,14/05/2010,2076.65,263.00,2339.65,
EXCHEQ18672541,Children & Younger Persons,Provisions,21876,FRUTINA SOUTH WEST/MABE REFRIGTN,17/05/2010,1027.00,179.73,1206.73,
EXCHEQ18673074,Children & Younger Persons,Provisions,235974,FRUTINA SOUTH WEST/MABE REFRIGTN,12/05/2010,919.50,160.91,1080.41,
DCCS18896000,Children & Younger Persons,Cleaning / Domestic / Cooking Equipment,183253,G A C CATERING LTD,07/05/2010,4322.50,756.45,5078.95,
DCCS18896006,Children & Younger Persons,Heavy Duty Equip / Plant,183253,G A C CATERING LTD,07/05/2010,558.12,97.68,655.80,
DCCS19145225,Children & Younger Persons,Cleaning / Domestic / Cooking Equipment,183253,G A C CATERING LTD,26/05/2010,1389.05,243.08,1632.13,
DCCS19145249,Children & Younger Persons,Heavy Duty Equip / Plant,183253,G A C CATERING LTD,26/05/2010,468.45,81.99,550.44,
EXCHEQ18677468,Children & Younger Persons,Capital Ict Equipment,250322,G D SCHOOL SUPPORT SOLUTIONS,20/05/2010,750.00,0.00,750.00,
RESTRAT18717073,Children & Younger Persons,Misc Other,250322,G D SCHOOL SUPPORT SOLUTIONS,14/05/2010,1167.00,0.00,1167.00,
EXCHEQ19208522,Children & Younger Persons,Training Courses/Conf./Exam Fees/Venues,30467,G L ASSESSMENT,28/05/2010,902.13,157.87,1060.00,
NPSWI18424322,Chief Executives,Building Mtce Works,51346,G R MECHANICAL SERVICES LTD,11/05/2010,1307.00,228.73,1535.73,
NPSWI18424451,Chief Executives,Building Mtce Works,51346,G R MECHANICAL SERVICES LTD,06/05/2010,730.00,127.75,857.75,
NPSWI18424496,Chief Executives,Building Mtce Works,51346,G R MECHANICAL SERVICES LTD,21/05/2010,1639.50,286.91,1926.41,
NPSWI18424497,Chief Executives,Building Mtce Works,51346,G R MECHANICAL SERVICES LTD,21/05/2010,1639.50,286.91,1926.41,
NPSWI18424520,Chief Executives,Building Mtce Works,51346,G R MECHANICAL SERVICES LTD,21/05/2010,1639.50,286.91,1926.41,
NPSWI18424629,Chief Executives,Building Mtce Works,51346,G R MECHANICAL SERVICES LTD,20/05/2010,512.05,89.61,601.66,
FINTBAD18890208,Adult & Community Services,Other Local Repairs,24820,G S ENGINEERING(INVS BEG WITH E),19/05/2010,633.50,110.87,744.37,
EXCHEQ18672990,Children & Younger Persons,It Equip & Software & Related Exp,215515,G V TECHNOLOGIES UK LTD,11/05/2010,2356.00,412.30,2768.30,
EXCHEQ18671685,Children & Younger Persons,Capital F&E,68120,GALT EDUCATIONAL,10/05/2010,458.15,80.18,538.33,
CFADRES18419866,Adult & Community Services,Residential Care Spot,197778,GARSON HOUSE,05/05/2010,3128.00,0.00,3128.00,
CFADRES18420551,Adult & Community Services,Residential Care Spot,197778,GARSON HOUSE,19/05/2010,3128.00,0.00,3128.00,
EXCHEQ19207205,Children & Younger Persons,Travel Costs,261383,GENEVA YOUTH HOSTEL,26/05/2010,785.69,0.00,785.69,
DCCS18896105,Children & Younger Persons,Food Non-Vatable,20709,GIBBINS J&A,14/05/2010,1116.17,0.00,1116.17,
FINNDAD18943026,Adult & Community Services,Improvements,254651,GILL PAT/PAINTING & DECORATING,18/05/2010,1000.00,0.00,1000.00,
FINNDAD18943027,Adult & Community Services,Improvements,254651,GILL PAT/PAINTING & DECORATING,18/05/2010,1915.00,0.00,1915.00,
EXCHEQ18671723,Children & Younger Persons,Consumable Materials,95276,GIRLINGS OF PLYMOUTH,10/05/2010,700.00,0.00,700.00,
EXCHEQ18678628,Children & Younger Persons,Other Hired Transport- Education,95276,GIRLINGS OF PLYMOUTH,21/05/2010,3358.00,0.00,3358.00,
CFADDAY18284962,Adult & Community Services,Individualised Support,196704,GLENLYN,17/05/2010,588.80,0.00,588.80,
CFADDAY18284963,Adult & Community Services,Individualised Support,196704,GLENLYN,17/05/2010,706.56,0.00,706.56,
CFADDAY18284964,Adult & Community Services,Individualised Support,196704,GLENLYN,17/05/2010,588.80,0.00,588.80,
CFADDAY18284966,Adult & Community Services,Individualised Support,196704,GLENLYN,17/05/2010,706.56,0.00,706.56,
ECONEUR18809541,"Environment, Economy & Culture",Fees & Charges,5413,GLOBAL ACTION PLAN,18/05/2010,1440.00,252.00,1692.00,
DHRP18921020,Corporate Resources,Payments To Outside Contractors,227552,GLOBAL CORPORATE CHALLENGE,17/05/2010,7546.00,1320.55,8866.55,
TRCC18808514,"Environment, Economy & Culture",Pub Trans Development & Contributions,5964,GO NORTH DEVON LTD,14/05/2010,25320.00,0.00,25320.00,
DFS18883959,Corporate Resources,Misc Other,262497,GRANGEWOOD RESL HME(VAT TEAM),26/05/2010,0.00,328811.00,328811.00,
CFADDAY18284717,Adult & Community Services,Day Care Spot,190527,GRANNY'S MEADOW NURSERY,10/05/2010,672.40,0.00,672.40,
EXCHEQ18674093,Children & Younger Persons,Cleaning Contractor - External,69898,GREENCLEAN,13/05/2010,537.00,0.00,537.00,
EXCHEQ19206358,Children & Younger Persons,Misc Other,197577,GREENHOUSES DIRECT,25/05/2010,1362.55,238.45,1601.00,
EXCHEQ18670067,Children & Younger Persons,Educational Visits,43302,GRENVILLE HOUSE,05/05/2010,4567.00,0.00,4567.00,
EXCHEQ18674513,Children & Younger Persons,Educational Visits,43302,GRENVILLE HOUSE,17/05/2010,3569.50,0.00,3569.50,
EXCHEQ18673635,Children & Younger Persons,Improvements,4052,GRESSWELL,13/05/2010,432.25,75.64,507.89,
ECONEUR18809573,"Environment, Economy & Culture",Special Projects Expenditure,16314,GROUNDWORK SOUTH WEST,19/05/2010,12252.00,0.00,12252.00,
ECONEUR18809576,"Environment, Economy & Culture",Special Projects Expenditure,16314,GROUNDWORK SOUTH WEST,19/05/2010,48803.00,0.00,48803.00,
WASTE18765122,"Environment, Economy & Culture",Other Disposal Costs,243571,GROWING OUR FUTURE,26/05/2010,10191.32,0.00,10191.32,
DDRC18857246,"Environment, Economy & Culture",Ddc Instructors Fees,180309,GUCK ANDREW P,18/05/2010,579.75,0.00,579.75,
CFADRES18420434,Adult & Community Services,Residential Care Spot,148776,GUINNESS CARE & SPRT*DO NOT EXCL,19/05/2010,26204.26,0.00,26204.26,
CFADDAY18285009,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,1740.00,0.00,1740.00,
CFADDAY18285010,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,3205.20,0.00,3205.20,
CFADDAY18285011,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,2039.44,0.00,2039.44,
CFADDAY18285012,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,1608.00,0.00,1608.00,
CFADDAY18285013,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,993.92,0.00,993.92,
CFADDAY18285014,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,993.92,0.00,993.92,
CFADDAY18285015,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,2237.08,0.00,2237.08,
CFADDAY18285016,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,19/05/2010,2237.08,0.00,2237.08,
CFADDAY18285122,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,24/05/2010,6152.16,0.00,6152.16,
CFADDAY18285123,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,24/05/2010,6152.16,0.00,6152.16,
CFADDAY18285124,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,24/05/2010,1736.64,0.00,1736.64,
CFADDAY18285125,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,24/05/2010,675.36,0.00,675.36,
CFADDAY18285132,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,24/05/2010,643.20,0.00,643.20,
CFADDAY18285134,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,24/05/2010,643.20,0.00,643.20,
CFADDAY18967602,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,26/05/2010,1740.00,0.00,1740.00,
CFADDAY18967603,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,26/05/2010,3205.20,0.00,3205.20,
CFADDAY18967604,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,26/05/2010,900.48,0.00,900.48,
CFADDAY18967605,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,26/05/2010,1608.00,0.00,1608.00,
CFADDAY18967606,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,26/05/2010,2237.08,0.00,2237.08,
CFADDAY18967607,Adult & Community Services,Individualised Support,34218,GUINNESS CARE & SUPPORT,26/05/2010,1157.76,0.00,1157.76,
CFADDOM18345677,Adult & Community Services,Dom Care Spot,34218,GUINNESS CARE & SUPPORT,12/05/2010,32570.26,0.00,32570.26,
CFADDOM18345678,Adult & Community Services,Dom Care Spot,34218,GUINNESS CARE & SUPPORT,12/05/2010,6064.06,0.00,6064.06,
CFSUPP18240775,Adult & Community Services,Accomodation Based Services,34218,GUINNESS CARE & SUPPORT,19/05/2010,2083.08,0.00,2083.08,
CFSUPP18240776,Adult & Community Services,Community Or Social Alarm Service,34218,GUINNESS CARE & SUPPORT,19/05/2010,4269.60,0.00,4269.60,
CFSUPP18240777,Adult & Community Services,Accomodation Based Services,34218,GUINNESS CARE & SUPPORT,19/05/2010,4533.04,0.00,4533.04,
CFSUPP18240778,Adult & Community Services,Accomodation Based Services,34218,GUINNESS CARE & SUPPORT,19/05/2010,2325.12,0.00,2325.12,
CFSUPP18240779,Adult & Community Services,Accomodation Based Services,34218,GUINNESS CARE & SUPPORT,19/05/2010,5875.80,0.00,5875.80,
CFSUPP18240780,Adult & Community Services,Accomodation Based Services,34218,GUINNESS CARE & SUPPORT,19/05/2010,5229.24,0.00,5229.24,
CFSUPP18240781,Adult & Community Services,Accomodation Based Services,34218,GUINNESS CARE & SUPPORT,19/05/2010,55526.84,0.00,55526.84,
